eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
157.2,3.85,4218,0.40077894926071167,1,256,3.8835996629786678,16384
298.0987654320988,12.6049385,9969,0.36880189180374146,2,512,5.527792883978691,32768
317.46,14.19,10481,0.4174947142601013,3,768,7.091420940996613,49152
307.84,15.44,9962,0.32935214042663574,4,1024,8.736651061975863,65536
322.66,15.34,10523,0.3494688868522644,5,1280,10.29420184000628,81920
327.2,15.24,10074,0.3940266966819763,6,1536,11.921085688984022,98304
354.66,18.36,10385,0.4366966485977173,7,1792,13.499280718970113,114688
344.13,17.17,9951,0.34313398599624634,8,2048,15.146469186991453,131072
325.03,15.83,10366,0.3045656085014343,9,2304,16.72782361798454,147456
327.13,15.85,9942,0.3447614908218384,10,2560,18.376282587007154,163840
338.77,17.32,10313,0.3455016016960144,11,2816,19.965457284997683,180224
336.73,16.81,9964,0.315584659576416,12,3072,21.61034569295589,196608
319.48,14.45,10361,0.3270641565322876,13,3328,23.19236046896549,212992
318.59,14.4,9923,0.31890493631362915,14,3584,24.84391814901028,229376
328.17,15.93,10329,0.37332451343536377,15,3840,26.43077962496318,245760
308.76,14.75,9811,0.2760468125343323,16,4096,28.101354754006024,262144
312.85,14.31,10247,0.31728821992874146,17,4352,29.70107150595868,278528
319.35,14.33,9829,0.2682651877403259,18,4608,31.368541837960947,294912
319.55,13.72,10252,0.2880321741104126,19,4864,32.967101058980916,311296
324.2,14.42,9905,0.4779641032218933,20,5120,34.62166608998086,327680
323.77,15.24,10317,0.30816715955734253,21,5376,36.21029393398203,344064
327.12,14.41,9948,0.28978443145751953,22,5632,37.85793120699236,360448
318.53,14.36,10336,0.23247110843658447,23,5888,39.443573014985304,376832
324.46,15.54,10016,0.3926994800567627,24,6144,41.07984398800181,393216
328.06,15.76,10350,0.31837862730026245,25,6400,42.66333885298809,409600
314.39,14.26,10047,0.30794256925582886,26,6656,44.294768566964194,425984
318.93,14.82,10353,0.34338343143463135,27,6912,45.87783165596193,442368
327.57,16.15,9944,0.35599464178085327,28,7168,47.52588258998003,458752
295.68,13.6,10356,0.2529013156890869,29,7424,49.108422764984425,475136
296.06,13.87,9924,0.3207482099533081,30,7680,50.76018512697192,491520
