eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
117.9090909090909,2.8181818,4164,0.33990228176116943,1,256,3.9343085649888963,16384
350.2162162162162,23.162163,10199,0.48634690046310425,2,512,5.541336912952829,32768
335.98924731182797,21.161291,10422,0.37047797441482544,3,768,7.114047012990341,49152
345.29,22.14,10281,0.3815997242927551,4,1024,8.708088764979038,65536
354.94,23.34,10455,0.37258708477020264,5,1280,10.275751722976565,81920
344.8,21.97,10333,0.23140686750411987,6,1536,11.861915682966355,98304
367.63,24.79,10413,0.48061996698379517,7,1792,13.436012795951683,114688
361.72,23.08,10418,0.3750860095024109,8,2048,15.00923501898069,131072
353.36,22.58,10340,0.29096442461013794,9,2304,16.594257630000357,147456
365.66,24.34,10305,0.36169958114624023,10,2560,18.18475180095993,163840
358.73,24.23,10468,0.3694460988044739,11,2816,19.750288307957817,180224
372.24,24.75,10293,0.46133512258529663,12,3072,21.342583518999163,196608
364.76,23.19,10405,0.352935791015625,13,3328,22.917784015997313,212992
352.1,22.08,10326,0.36969810724258423,14,3584,24.504895969992504,229376
362.78,22.72,10402,0.39676976203918457,15,3840,26.080481123004574,245760
361.24,22.25,10244,0.369406521320343,16,4096,27.6802699569962,262144
345.39,21.31,10402,0.3211814761161804,17,4352,29.255933536973316,278528
343.34,21.21,10327,0.38381922245025635,18,4608,30.84285529697081,294912
364.66,23.76,10403,0.43811649084091187,19,4864,32.41846216795966,311296
383.66,25.56,10196,0.4625670313835144,20,5120,34.025763230980374,327680
379.42,25.5,10344,0.377966046333313,21,5376,35.61005874798866,344064
373.62,25.58,10264,0.4343276023864746,22,5632,37.206764393951744,360448
350.84,22.81,10322,0.36808890104293823,23,5888,38.794594162958674,376832
349.41,22.2,10255,0.2800546884536743,24,6144,40.392689061991405,393216
355.75,23.1,10385,0.35132139921188354,25,6400,41.97080982598709,409600
364.85,23.29,10308,0.42092615365982056,26,6656,43.56102215597639,425984
343.28,21.7,10451,0.2705715298652649,27,6912,45.1291693529929,442368
335.67,20.58,10303,0.30730581283569336,28,7168,46.719868869986385,458752
339.46,19.48,10410,0.36053210496902466,29,7424,48.2942405679496,475136
345.82,21.07,10142,0.28159958124160767,30,7680,49.91011369897751,491520
