eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
153.7,3.7,4227,0.3139733076095581,1,256,3.8757627829909325,16384
342.74666666666667,21.586666,10176,0.3511645197868347,2,512,5.48650414601434,32768
332.67,20.16,10183,0.336459755897522,3,768,7.0958514789817855,49152
316.96,19.57,10047,0.3530963063240051,4,1024,8.727079610980581,65536
358.59,22.89,9970,0.35549426078796387,5,1280,10.370775834016968,81920
347.34,21.8,10159,0.4183403253555298,6,1536,11.984095403982792,98304
365.24,23.86,10049,0.3444724678993225,7,1792,13.615201478998642,114688
356.17,22.54,10072,0.34898704290390015,8,2048,15.242256978002843,131072
342.52,21.62,10114,0.39970725774765015,9,2304,16.86267482000403,147456
355.58,23.92,9479,0.38477325439453125,10,2560,18.591625144006684,163840
373.62,24.14,9268,0.38913726806640625,11,2816,20.360007848998066,180224
378.62,23.1,9106,0.4100722670555115,12,3072,22.159735452965833,196608
369.86,23.14,9209,0.4432966113090515,13,3328,23.939392576983664,212992
351.39,21.96,9120,0.3273332118988037,14,3584,25.73625009896932,229376
344.2,21.16,9294,0.3080298900604248,15,3840,27.49967725900933,245760
359.58,22.3,10052,0.34090518951416016,16,4096,29.130058066977654,262144
351.99,21.35,10215,0.31063538789749146,17,4352,30.73449643998174,278528
365.28,22.95,10168,0.4346856474876404,18,4608,32.346417307970114,294912
369.18,24.12,10063,0.4507136344909668,19,4864,33.975043642974924,311296
368.98,24.25,10141,0.4393078684806824,20,5120,35.59112064697547,327680
377.2,24.73,9977,0.3894397020339966,21,5376,37.23368033400038,344064
359.71,22.82,10039,0.3310686945915222,22,5632,38.86645093001425,360448
357.74,21.98,10033,0.43755078315734863,23,5888,40.499948680982925,376832
351.65,21.82,9946,0.3287159204483032,24,6144,42.14772582898149,393216
345.51,21.46,9992,0.4012192487716675,25,6400,43.787786455010064,409600
350.41,21.8,9856,0.4038770794868469,26,6656,45.45050424098736,425984
374.41,24.74,9932,0.36074429750442505,27,6912,47.100535431993194,442368
373.0,24.9,10148,0.4211950898170471,28,7168,48.71559112198884,458752
372.87,24.08,10064,0.31066006422042847,29,7424,50.34396112000104,475136
361.5,22.71,10060,0.3607836365699768,30,7680,51.973132245999295,491520
