avg_norm_adj,avg_norm_g,avg_norm_grads_f,avg_norm_k,avg_norm_k_dot_g,entropy,explained_variance,fps,loss,loss_bc,loss_f,loss_policy,loss_q,mean_episode_length,mean_episode_reward,norm_grads,norm_grads_policy,norm_grads_q,total_timesteps
0.6363421678543091,13.685029983520508,13.349925994873047,3.872925281524658,13.639300346374512,2.7080283164978027,-0.09618151187896729,0,-0.6852461099624634,-0.0,-1.2360388040542603,-1.2360388040542603,1.1557459831237793,0,0,1.056367039680481,0.4751373827457428,0.9436373114585876,0
0.3623724579811096,14.093511581420898,13.900805473327637,3.872943878173828,14.120640754699707,2.708026885986328,-0.04330801963806152,1953,0.7492161989212036,-0.0,0.3912995457649231,0.3912995457649231,0.7699939608573914,78.8,-0.804397651553154,0.8349125385284424,0.44433221220970154,0.7077631950378418,8000
0.20364125072956085,6.13629150390625,6.025707244873047,3.873103380203247,6.146516799926758,2.708003520965576,-0.10040879249572754,2804,-0.0980054959654808,-0.0,-0.19323807954788208,-0.19323807954788208,0.2446252405643463,79.375,-0.7597519844770432,0.506840705871582,0.26268139481544495,0.4328463077545166,16000
0.2358841449022293,7.686392307281494,7.558443069458008,3.8731188774108887,7.692128658294678,2.7079970836639404,-0.11900973320007324,3257,0.01474740356206894,-0.0,-0.0947142019867897,-0.0947142019867897,0.2730831503868103,81.175,-1.1874155648052693,0.503948450088501,0.2013057917356491,0.46141964197158813,24000
0.31910163164138794,8.02735424041748,7.855217456817627,3.873131513595581,8.020078659057617,2.707991123199463,-0.03701376914978027,3534,-0.3847573399543762,-0.0,-0.5049159526824951,-0.5049159526824951,0.29447704553604126,91.475,-1.6160222262144088,0.6723347902297974,0.3147222399711609,0.5936116576194763,32000
0.16524167358875275,5.504543781280518,5.4158172607421875,3.873159885406494,5.559793949127197,2.707991600036621,-0.06993663311004639,3721,0.014545226469635963,-0.0,-0.05062267929315567,-0.05062267929315567,0.18449564278125763,73.55,-0.8980869583785533,0.3347211182117462,0.216710165143013,0.2547173500061035,40000
0.15469567477703094,5.094964027404785,5.009820938110352,3.8732616901397705,5.12197732925415,2.7079691886901855,-0.012083649635314941,3860,-0.058958910405635834,-0.0,-0.10049529373645782,-0.10049529373645782,0.13723215460777283,80.075,-1.0913228914141655,0.3312593996524811,0.18295860290527344,0.2765740156173706,48000
0.41539710760116577,10.00844669342041,9.788228988647461,3.8734402656555176,10.015661239624023,2.707935333251953,0.06844687461853027,3962,-0.46246203780174255,-0.0,-0.6461844444274902,-0.6461844444274902,0.4216035008430481,87.05,-1.1496402055025101,0.9485783576965332,0.5489007234573364,0.7735983729362488,56000
0.19864344596862793,6.464792728424072,6.35723352432251,3.8734774589538574,6.472094535827637,2.7079176902770996,-0.018987417221069336,4045,-0.013935308903455734,-0.0,-0.10378335416316986,-0.10378335416316986,0.23385444283485413,80.475,-1.8022289663553237,0.3918297290802002,0.26747632026672363,0.2870752215385437,64000
0.17191410064697266,4.925810813903809,4.832657337188721,3.8737831115722656,4.96084451675415,2.707866668701172,0.023093461990356445,4111,-0.15564781427383423,-0.0,-0.2111223042011261,-0.2111223042011261,0.16510628163814545,83.2,-1.1310022249817848,0.35475954413414,0.22180938720703125,0.2760712206363678,72000
0.18946368992328644,5.895273685455322,5.792728424072266,3.8743042945861816,5.9288835525512695,2.707756757736206,-0.0744774341583252,4163,-0.06889833509922028,-0.0,-0.1377408802509308,-0.1377408802509308,0.19184023141860962,76.025,-1.382599951326847,0.37846487760543823,0.2395477145910263,0.29281917214393616,80000
0.0973961129784584,4.486260890960693,4.43198823928833,3.8750240802764893,4.554875373840332,2.7075881958007812,0.0994030237197876,4207,0.16746138036251068,-0.0,0.14029276371002197,0.14029276371002197,0.1084890142083168,80.075,-1.1528633527457715,0.28492629528045654,0.18736088275909424,0.21557709574699402,88000
0.14179006218910217,5.16742467880249,5.090611457824707,3.8748722076416016,5.228094577789307,2.707615613937378,-0.05953168869018555,4224,0.06073620170354843,-0.0,0.022832676768302917,0.022832676768302917,0.1299593597650528,91.0,-1.149497826397419,0.3385719954967499,0.24308328330516815,0.23640745878219604,96000
0.0396449901163578,3.301295757293701,3.2781481742858887,3.876931667327881,3.366076946258545,2.7071659564971924,-0.12127828598022461,4221,0.23667311668395996,-0.0,0.23570148646831512,0.23570148646831512,0.05608655884861946,76.9,-1.2018146529793738,0.37385666370391846,0.17990845441818237,0.32516393065452576,104000
