eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
130.0,2.3333333,2326,0.44723963737487793,1,256,3.5214481680304743,8192
367.0571428571429,21.8,6378,0.4695171117782593,2,512,4.806388647004496,16384
369.0731707317073,21.731707,6622,0.44157636165618896,3,768,6.043765212001745,24576
377.943661971831,23.295774,6370,0.4195151925086975,4,1024,7.330401465995237,32768
381.6938775510204,23.979591,6458,0.500991553068161,5,1280,8.599260386021342,40960
394.98,25.71,6472,0.5860089659690857,6,1536,9.865529700007755,49152
383.11,25.1,6474,0.4184746742248535,7,1792,11.131317276041955,57344
376.38,24.48,6615,0.47360312938690186,8,2048,12.370113415992819,65536
382.13,25.03,6619,0.47910767793655396,9,2304,13.608190694008954,73728
378.41,24.25,6432,0.4210076928138733,10,2560,14.882273733033799,81920
366.64,23.87,6470,0.5163885354995728,11,2816,16.14882778003812,90112
370.58,24.62,6620,0.5487513840198517,12,3072,17.3868431050214,98304
371.61,24.7,6446,0.47014397382736206,13,3328,18.65820619999431,106496
382.58,25.5,6427,0.5033981204032898,14,3584,19.933307591010816,114688
386.94,25.64,6411,0.5227069854736328,15,3840,21.211725172004662,122880
394.76,24.72,6419,0.491119921207428,16,4096,22.48855851503322,131072
392.82,24.86,6622,0.4411652088165283,17,4352,23.726092212018557,139264
380.85,23.38,6584,0.46086549758911133,18,4608,24.970804612035863,147456
376.96,23.01,6362,0.5421827733516693,19,4864,26.25897280802019,155648
370.69,22.82,6381,0.48477280139923096,20,5120,27.54331043601269,163840
374.46,23.53,6419,0.565844863653183,21,5376,28.82002270099474,172032
382.5,24.82,6083,0.4966873526573181,22,5632,30.16739731101552,180224
386.75,25.26,6226,0.49818962812423706,23,5888,31.48370972799603,188416
388.08,24.98,6275,0.5266769826412201,24,6144,32.78948604501784,196608
384.71,24.67,6016,0.4745785593986511,25,6400,34.15145642700372,204800
372.37,23.19,6224,0.40220510959625244,26,6656,35.468139275035355,212992
365.55,22.69,6067,0.42816591262817383,27,6912,36.818973869027104,221184
369.71,22.97,6091,0.4883576035499573,28,7168,38.16435061901575,229376
361.26,22.49,6308,0.39450138807296753,29,7424,39.4635245759855,237568
360.48,22.73,6565,0.5617243945598602,30,7680,40.71190828998806,245760
379.11,24.71,6425,0.41206008195877075,31,7936,41.987413347989786,253952
372.34,24.02,6570,0.3824445605278015,32,8192,43.234658778994344,262144
369.19,23.48,6535,0.3708176612854004,33,8448,44.48867763398448,270336
373.86,23.85,6573,0.538633406162262,34,8704,45.735384683997836,278528
384.09,24.09,6396,0.5345004796981812,35,8960,47.01658796501579,286720
379.06,23.88,6414,0.45436739921569824,36,9216,48.29423358204076,294912
373.43,23.78,6424,0.42112696170806885,37,9472,49.56989971600706,303104
378.3,24.14,6628,0.3317360281944275,38,9728,50.80634797603125,311296
383.27,24.86,6613,0.5835963785648346,39,9984,52.045609143038746,319488
389.54,25.11,6426,0.46193915605545044,40,10240,53.32092123100301,327680
392.28,24.85,6619,0.5164214968681335,41,10496,54.5588848250336,335872
402.73,25.72,6627,0.4763438105583191,42,10752,55.79549510299694,344064
409.63,26.88,6633,0.5725899636745453,43,11008,57.03099115000805,352256
401.5,25.98,6443,0.48712676763534546,44,11264,58.302942008012906,360448
388.39,26.33,6645,0.3293808698654175,45,11520,59.53620591101935,368640
380.6,24.86,6628,0.35886645317077637,46,11776,60.77259667700855,376832
375.61,23.78,6439,0.38041919469833374,47,12032,62.04517100198427,385024
363.95,23.37,6580,0.4765247702598572,48,12288,63.29183247301262,393216
375.77,23.53,6599,0.47206825017929077,49,12544,64.53383698902326,401408
383.71,23.2,6423,0.47674739360809326,50,12800,65.80961621704046,409600
382.45,23.79,6387,0.4492497444152832,51,13056,67.09269488102291,417792
381.78,23.93,6398,0.4768223166465759,52,13312,68.37383923801826,425984
393.75,25.47,6674,0.5524613857269287,53,13568,69.60172782099107,434176
386.76,24.71,6613,0.3586571216583252,54,13824,70.84102331800386,442368
381.07,24.42,6452,0.4810861349105835,55,14080,72.11100887402426,450560
378.27,24.32,6428,0.4578338861465454,56,14336,73.38579801400192,458752
374.45,23.78,6450,0.6327406466007233,57,14592,74.65635467198445,466944
373.29,23.31,6416,0.5200677812099457,58,14848,75.93347093800548,475136
376.82,24.06,6430,0.5018766820430756,59,15104,77.20810423098737,483328
382.02,24.56,6384,0.49745064973831177,60,15360,78.49176241701934,491520
388.83,24.84,6577,0.49230819940567017,61,15616,79.73765536298743,499712
