eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
177.6,5.6,4278,0.5098991692066193,1,256,3.829393521999009,16384
381.07462686567163,24.77612,10474,0.3661322593688965,2,512,5.3943569420371205,32768
368.6309523809524,23.678572,10144,0.43986237049102783,3,768,7.0100022869883105,49152
381.66,25.85,10378,0.4617215394973755,4,1024,8.589139389980119,65536
391.49,27.12,9993,0.5651326477527618,5,1280,10.229397108021658,81920
365.92,24.85,10435,0.39014357328414917,6,1536,11.799874522024766,98304
382.85,25.94,9916,0.40575170516967773,7,1792,13.45275847899029,114688
376.36,24.92,10430,0.5190324485301971,8,2048,15.024234179989435,131072
383.37,25.09,9967,0.4239078164100647,9,2304,16.668447770993225,147456
389.05,25.61,10437,0.42529791593551636,10,2560,18.238941219984554,163840
369.4,23.37,9861,0.4044581651687622,11,2816,19.90096751000965,180224
373.72,25.62,10369,0.4677043557167053,12,3072,21.48149531398667,196608
367.41,24.47,9928,0.34622687101364136,13,3328,23.13222637400031,212992
377.56,24.72,10302,0.4751250743865967,14,3584,24.723118573019747,229376
384.82,25.46,9601,0.41050535440444946,15,3840,26.43016249901848,245760
374.22,24.04,10116,0.35766303539276123,16,4096,28.050292065017857,262144
389.7,26.81,9866,0.49780339002609253,17,4352,29.711413065029774,278528
389.12,25.67,10234,0.3719569444656372,18,4608,31.312796948011965,294912
390.1,25.9,9835,0.4282195568084717,19,4864,32.97926839400316,311296
387.18,24.83,10374,0.40250611305236816,20,5120,34.55906372901518,327680
377.56,23.82,9872,0.46779942512512207,21,5376,36.219284317980055,344064
378.87,23.93,10454,0.38032299280166626,22,5632,37.787116367020644,360448
385.31,24.95,9968,0.5220333337783813,23,5888,39.431314193992876,376832
379.28,25.24,10439,0.47263091802597046,24,6144,41.00124815298477,393216
371.42,24.87,9877,0.34382736682891846,25,6400,42.660731545998715,409600
380.05,25.56,10336,0.435721755027771,26,6656,44.24646334903082,425984
389.02,26.75,9867,0.5078828036785126,27,6912,45.90764915198088,442368
387.67,26.39,10350,0.41049546003341675,28,7168,47.49116710998351,458752
359.49,23.49,9983,0.3619987368583679,29,7424,49.132933424029034,475136
354.05,23.11,10420,0.42076653242111206,30,7680,50.705801156000234,491520
