eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,eplenmean,eprewmean
391.21,26.77,2303,0.012526942,0.12438965,2.1573956,-0.015398295,0.053376023,0.960813716,813,208128,5951.207818,13320192,,
395.83,27.31,2286,0.016257918,0.1473999,2.1459775,-0.008571573,0.2827564,0.819266751,814,208384,5958.372981,13336576,,
399.59,27.86,2287,0.013720192,0.11930338,2.1789386,-0.011917111,0.12858818,0.878510609,815,208640,5965.537234,13352960,,
401.6,27.75,2308,0.014097114,0.13899739,2.1537163,-0.00981685,0.14081495,0.888268858,816,208896,5972.634615,13369344,,
398.31,27.62,2272,0.014368507,0.13230388,2.1506178,-0.01282122,0.16717632,0.874426827,817,209152,5979.845586,13385728,,
397.97,27.15,2277,0.012904119,0.12813313,2.152413,-0.012227708,0.105737984,0.920384951,818,209408,5987.040569,13402112,,
403.61,28.79,2306,0.016442975,0.13867188,2.145814,-0.012924627,0.10802811,0.91203583,819,209664,5994.145059,13418496,,
402.26,28.94,2276,0.013818919,0.14257812,2.1473272,-0.01094137,0.2764506,0.781765819,820,209920,6001.344517,13434880,,
400.55,28.51,2280,0.018457303,0.18208821,2.1216834,-0.001476234,0.1226615,0.889718272,821,210176,6008.52902,13451264,,
403.46,29.04,2281,0.015453473,0.13881429,2.1493537,-0.010364506,0.11781347,0.901659489,822,210432,6015.709783,13467648,,
407.56,30.04,2297,0.009558477,0.092549644,2.143893,-0.008582896,0.14844485,0.890109934,823,210688,6022.842293,13484032,,
397.97,29.34,2301,0.015467416,0.12672932,2.1572158,-0.010319109,0.162733,0.862834573,824,210944,6029.963451,13500416,,
403.46,29.76,2297,0.014644408,0.13307698,2.1667032,-0.010840119,0.17990227,0.836499527,825,211200,6037.094492,13516800,,
402.33,29.44,2301,0.015968243,0.1525472,2.1490636,-0.010739771,0.13372125,0.90200831,826,211456,6044.214516,13533184,,
408.52,28.83,2283,0.011327382,0.12664795,2.1782587,-0.011717225,0.10926584,0.909688294,827,211712,6051.391473,13549568,,
405.28,27.98,2291,0.014931454,0.12036133,2.1835034,-0.010820457,0.17085737,0.855295882,828,211968,6058.543029,13565952,,
404.67,27.69,2299,0.011247455,0.11153158,2.1761978,-0.011236225,0.114323236,0.909711011,829,212224,6065.670253,13582336,,
398.8,27.96,2276,0.013351031,0.12141927,2.1662,-0.013798262,0.16632572,0.879555769,830,212480,6072.868835,13598720,,
397.07,28.38,2284,0.0194905,0.12691243,2.1742947,-0.01271391,0.10013143,0.923242755,831,212736,6080.042898,13615104,,
397.71,27.79,2300,0.016950915,0.1529541,2.2016048,-0.012128025,0.10401875,0.920763977,832,212992,6087.165521,13631488,,
403.11,27.84,2280,0.014406255,0.1283366,2.2019272,-0.012653593,0.1361617,0.878079854,833,213248,6094.352039,13647872,,
408.91,28.32,2283,0.012830692,0.13763428,2.1965055,-0.015428138,0.05360803,0.946361635,834,213504,6101.528723,13664256,,
410.95,28.44,2299,0.015764983,0.14357503,2.1853147,-0.010738677,0.15824015,0.868004158,835,213760,6108.655891,13680640,,
410.67,28.4,2282,0.015977293,0.14626057,2.1857307,-0.012701551,0.1249673,0.877114132,836,214016,6115.835951,13697024,,
402.52,27.21,2210,0.016418455,0.15354411,2.1657555,-0.013030549,0.20580404,0.847456068,837,214272,6123.248689,13713408,,
404.03,28.33,2181,0.016804097,0.15783691,2.174878,-0.012160119,0.10356171,0.896730572,838,214528,6130.758434,13729792,,
404.94,28.19,2241,0.016824756,0.15161133,2.151102,-0.012256864,0.102971226,0.905591391,839,214784,6138.068037,13746176,,
397.36,27.8,2243,0.016627155,0.14709473,2.1583462,-0.011935568,0.2547495,0.781816378,840,215040,6145.371614,13762560,,
397.27,27.37,2296,0.015759567,0.14467366,2.153554,-0.012224399,0.1172601,0.890097059,841,215296,6152.506838,13778944,,
395.25,27.58,2278,0.014452177,0.14141846,2.1489308,-0.008048728,0.21222468,0.84307681,842,215552,6159.699435,13795328,,
400.13,27.56,2273,0.013469958,0.12021891,2.1463442,-0.009617682,0.15543987,0.858637899,843,215808,6166.907038,13811712,,
401.5,26.61,2249,0.012089714,0.12817383,2.1540735,-0.012873872,0.19709937,0.854176059,844,216064,6174.192446,13828096,,
400.94,26.7,2240,0.012853249,0.13183594,2.1567876,-0.012143224,0.24721904,0.816407666,845,216320,6181.50509,13844480,,
402.28,27.24,2251,0.010455132,0.10457357,2.15721,-0.010174048,0.104612224,0.904416554,846,216576,6188.783981,13860864,,
399.93,28.32,2257,0.012565452,0.13187663,2.1489046,-0.011311501,0.18608655,0.85269013,847,216832,6196.044391,13877248,,
402.97,28,2152,0.015255149,0.13586426,2.1582806,-0.010935123,0.13100643,0.854551062,848,217088,6203.656888,13893632,,
393.69,28.13,2146,0.015581827,0.14345296,2.1691697,-0.008890075,0.20700526,0.805366844,849,217344,6211.291037,13910016,,
387.15,27.66,2183,0.01194491,0.1188151,2.1862767,-0.01049795,0.2510548,0.80743964,850,217600,6218.796589,13926400,,
390.21,26.96,2179,0.015961124,0.10508219,2.2035978,-0.012578968,0.2128738,0.837773398,851,217856,6226.313538,13942784,,
388.48,26.56,2190,0.01251213,0.13582356,2.1988802,-0.0089833,0.24243204,0.806758568,852,218112,6233.795347,13959168,,
383.25,25.43,2163,0.010855939,0.093933105,2.2018192,-0.011208148,0.28682047,0.802057832,853,218368,6241.370403,13975552,,
372.43,24.83,2206,0.008907471,0.08565267,2.185238,-0.009400234,0.24171095,0.809007525,854,218624,6248.796436,13991936,,
380.11,24.98,2260,0.014784527,0.14186604,2.1784086,-0.011832344,0.25703046,0.821082711,855,218880,6256.043365,14008320,,
390.12,25.93,2250,0.012764142,0.11728922,2.1622293,-0.012841024,0.19103657,0.886598542,856,219136,6263.323358,14024704,,
394.98,26.71,2236,0.016316611,0.1406657,2.1662652,-0.013034086,0.13854091,0.889291458,857,219392,6270.650774,14041088,,
406.93,27.99,2191,0.013248585,0.14029948,2.1718383,-0.012412612,0.1669264,0.880260363,858,219648,6278.12836,14057472,,
413.26,28.7,2235,0.015843146,0.14886475,2.1382294,-0.013519538,0.08373612,0.931867763,859,219904,6285.459081,14073856,,
402.71,27.48,2258,0.013064601,0.1178182,2.1490147,-0.012370736,0.20852977,0.86810948,860,220160,6292.714172,14090240,,
399.33,26.64,2212,0.013428784,0.10715739,2.147669,-0.010153104,0.22314912,0.839971274,861,220416,6300.119645,14106624,,
393.17,26.11,2147,0.017331112,0.15826416,2.141578,-0.012835826,0.24810492,0.802189738,862,220672,6307.750796,14123008,,
391.51,26.82,2252,0.01666334,0.1365153,2.1567981,-0.010532231,0.20023955,0.859472275,863,220928,6315.02628,14139392,,
388.24,27.26,2257,0.009111322,0.09421793,2.1787875,-0.012286521,0.1381919,0.887851886,864,221184,6322.28307,14155776,,
394.94,27.79,2256,0.015186717,0.12276205,2.17887,-0.013687308,0.09164622,0.915819973,865,221440,6329.545025,14172160,,
404.75,28.4,2241,0.019321086,0.16241455,2.1350539,-0.010921136,0.15504979,0.913708501,866,221696,6336.85624,14188544,,
402.02,27.74,2191,0.014758215,0.13376872,2.1207402,-0.011382006,0.12451875,0.909327537,867,221952,6344.331706,14204928,,
402.81,28.31,2245,0.015049259,0.1303711,2.127958,-0.01021411,0.12201986,0.90497978,868,222208,6351.627791,14221312,,
412.3,28.67,2235,0.01720017,0.17545573,2.1445582,-0.010248647,0.1033339,0.905754916,869,222464,6358.958082,14237696,,
412.34,28.59,2259,0.016060276,0.16668701,2.0832675,-0.013639008,0.09129539,0.923892535,870,222720,6366.210644,14254080,,
413.95,29.12,2188,0.012488472,0.13673909,2.0886066,-0.015426487,0.06579899,0.938440062,871,222976,6373.698094,14270464,,
415.57,29.76,2167,0.017410835,0.18461101,2.10307,-0.012393999,0.075702615,0.923458293,872,223232,6381.258808,14286848,,
415.65,29.75,2198,0.020598687,0.15303548,2.1087136,-0.010543582,0.13686277,0.897650227,873,223488,6388.71257,14303232,,
410.53,28.64,2208,0.01755709,0.15057373,2.1195347,-0.010183519,0.19629388,0.834258199,874,223744,6396.133043,14319616,,
401.84,28.16,2197,0.018300857,0.15022786,2.106489,-0.011166751,0.19700854,0.829254732,875,224000,6403.589407,14336000,,
403.89,28.58,2162,0.016528213,0.15848796,2.1195984,-0.012032992,0.13820203,0.882056884,876,224256,6411.167054,14352384,,
399.23,28.15,2218,0.012268513,0.12874348,2.0966632,-0.014560028,0.25665987,0.802300364,877,224512,6418.552148,14368768,,
405.71,28.57,2238,0.015042271,0.14394124,2.0991466,-0.013579809,0.08446473,0.911803886,878,224768,6425.872052,14385152,,
412.15,29.48,2239,0.01803658,0.1560262,2.1245377,-0.011740425,0.11736076,0.887451366,879,225024,6433.19058,14401536,,
413.33,29.67,2254,0.015951581,0.16294353,2.0940251,-0.010046123,0.057121888,0.938042879,880,225280,6440.459854,14417920,,
412.48,30.18,2213,0.014693711,0.14506023,2.104034,-0.011170344,0.08254862,0.924604937,881,225536,6447.864393,14434304,,
414.56,31.03,2219,0.014822892,0.14160156,2.0974724,-0.012212182,0.055320505,0.951654974,882,225792,6455.247711,14450688,,
410.05,29.97,2219,0.01664494,0.1531779,2.0676832,-0.009998606,0.17639124,0.880100325,883,226048,6462.631644,14467072,,
412.26,29.74,2216,0.016394978,0.15297444,2.091502,-0.012528914,0.11816308,0.891458824,884,226304,6470.024837,14483456,,
412.29,30.1,2228,0.01757277,0.15852864,2.0769155,-0.012963099,0.11599207,0.905673645,885,226560,6477.377003,14499840,,
405.71,29.54,2162,0.021288326,0.17108154,2.081219,-0.010729653,0.16073403,0.854293928,886,226816,6484.953654,14516224,,
405.05,29.36,2192,0.019180799,0.17470296,2.092291,-0.008736637,0.15107872,0.849618241,887,227072,6492.428463,14532608,,
402.87,28.93,2205,0.01753821,0.14973958,2.1189888,-0.010252526,0.114685446,0.887195431,888,227328,6499.857937,14548992,,
396.03,27.67,2207,0.014341672,0.15329997,2.122073,-0.010997392,0.20347734,0.845423892,889,227584,6507.279897,14565376,,
396.29,27.64,2241,0.014888447,0.1476237,2.1245186,-0.014698781,0.105265684,0.880078614,890,227840,6514.589933,14581760,,
384.62,26.3,2199,0.016408587,0.14009602,2.120461,-0.011232772,0.30575767,0.752389625,891,228096,6522.038279,14598144,,
397.58,27.29,2128,0.015331344,0.137146,2.1007805,-0.010374323,0.077376366,0.918354079,892,228352,6529.737154,14614528,,
407.72,28.76,2333,0.010326081,0.11114502,2.084274,-0.009610849,0.16112335,0.864370748,893,228608,6536.760257,14630912,,
414.03,30.06,2325,0.011012849,0.10803223,2.1045191,-0.010130196,0.08346638,0.926345132,894,228864,6543.806837,14647296,,
414.18,30.45,2202,0.015152857,0.16569011,2.0967188,-0.020787083,0.028328337,0.971819116,895,229120,6551.246913,14663680,,
412.77,30.37,2273,0.014731401,0.14676921,2.1018,-0.011788582,0.12526888,0.899586,896,229376,6558.453172,14680064,,
412.92,29.87,2283,0.013701092,0.1381429,2.1200893,-0.0179226,0.037196558,0.960382253,897,229632,6565.629271,14696448,,
417.65,30.2,2274,0.014916021,0.15203857,2.1008747,-0.015502599,0.06214662,0.936580256,898,229888,6572.834435,14712832,,
410.69,29.69,2125,0.01296633,0.14304607,2.1071253,-0.010731044,0.12703736,0.886712775,899,230144,6580.544794,14729216,,
407.21,28.92,2106,0.016773434,0.15885417,2.085612,-0.009014375,0.11692377,0.898615353,900,230400,6588.32286,14745600,,
408.08,29.31,2200,0.013487046,0.14471436,2.097595,-0.010178012,0.109916985,0.887806319,901,230656,6595.768694,14761984,,
405.58,29.35,2275,0.016009117,0.1325887,2.1077015,-0.009794623,0.12792975,0.873697117,902,230912,6602.968593,14778368,,
408.15,29.76,2292,0.016399162,0.14318848,2.1264026,-0.018368246,0.028359763,0.963363208,903,231168,6610.115467,14794752,,
412.09,29.98,2219,0.016195973,0.16438802,2.094273,-0.006782164,0.088199645,0.906468287,904,231424,6617.498135,14811136,,
402.7,29.62,2248,0.01873993,0.14912923,2.1029308,-0.011951893,0.13871397,0.896968029,905,231680,6624.784455,14827520,,
405.53,29.91,2338,0.015054618,0.15378825,2.1032581,-0.018703291,0.033547807,0.965489678,906,231936,6631.791475,14843904,,
413.09,30.34,2291,0.013440143,0.13724773,2.106239,-0.01375806,0.039951187,0.948120825,907,232192,6638.940816,14860288,,
408.18,28.66,2279,0.017788121,0.17545573,2.0828884,-0.012141362,0.23051487,0.813943446,908,232448,6646.127802,14876672,,
405.87,28.76,2284,0.013344009,0.14587402,2.1432378,-0.010688555,0.1159687,0.879552454,909,232704,6653.29972,14893056,,
402.18,28.09,2283,0.017451538,0.13708496,2.1275313,-0.011695076,0.17436112,0.86857371,910,232960,6660.47715,14909440,,
402.41,28.4,2296,0.018393135,0.13694255,2.1043649,-0.008950586,0.17764758,0.840120137,911,233216,6667.612751,14925824,,
404.57,28.57,2281,0.01143798,0.11098226,2.1264255,-0.00990634,0.1386142,0.880843289,912,233472,6674.793742,14942208,,
404.71,29.04,2270,0.014684074,0.15266927,2.1438577,-0.011434107,0.16554789,0.826452911,913,233728,6682.009317,14958592,,
403.44,29.21,2171,0.02078048,0.14192708,2.175396,-0.012064111,0.115692206,0.885110572,914,233984,6689.555805,14974976,,
411.74,29.46,2274,0.017060898,0.14849854,2.145783,-0.009443443,0.15254718,0.871391162,915,234240,6696.760045,14991360,,
400.03,27.84,2291,0.024392903,0.17631023,2.1252463,-0.009272734,0.2121406,0.827815697,916,234496,6703.910423,15007744,,
403.33,27.76,2167,0.013937631,0.11920166,2.114862,-0.011655343,0.12229279,0.882969037,917,234752,6711.469581,15024128,,
404.64,28.67,2267,0.01486082,0.12699382,2.1218462,-0.010807662,0.1530546,0.862748027,918,235008,6718.69674,15040512,,
411.94,29.83,2252,0.023783535,0.17476399,2.142589,-0.011506487,0.057696313,0.946506679,919,235264,6725.970714,15056896,,
407.51,29.3,2297,0.017818725,0.13950603,2.138652,-0.008672242,0.15898474,0.873938188,920,235520,6733.102812,15073280,,
393.41,27.3,2246,0.012309764,0.12235514,2.1563,-0.009899949,0.31415394,0.79440105,921,235776,6740.395425,15089664,,
399.85,27.95,2284,0.011207274,0.09977213,2.1533272,-0.014695253,0.043221194,0.962290164,922,236032,6747.568492,15106048,,
402.13,27.96,2241,0.015773987,0.14801025,2.1347353,-0.012977907,0.12358145,0.890675232,923,236288,6754.879674,15122432,,
414.41,29.62,2288,0.014790571,0.14906819,2.140621,-0.015058872,0.06050409,0.94129556,924,236544,6762.040151,15138816,,
412.26,29.69,2299,0.016677627,0.16322835,2.1309578,-0.012783527,0.062375408,0.948251061,925,236800,6769.167244,15155200,,
407.46,29.52,2276,0.017926773,0.1562093,2.158172,-0.010454777,0.119825624,0.87167795,926,237056,6776.365879,15171584,,
408.18,29.8,2287,0.014276442,0.14316814,2.1400185,-0.017612131,0.044300616,0.963051498,927,237312,6783.528458,15187968,,
400.88,29.38,2283,0.01747494,0.14701335,2.1340632,-0.00714782,0.19820781,0.862100065,928,237568,6790.705542,15204352,,
400,28.33,2284,0.012452412,0.12119547,2.1522903,-0.010776922,0.11635432,0.910485148,929,237824,6797.87744,15220736,,
397.53,28.22,2311,0.015011102,0.15490723,2.153525,-0.014233712,0.093560696,0.930711471,930,238080,6804.966493,15237120,,
400.24,28.62,2264,0.017157618,0.14088948,2.1411266,-0.012844405,0.130515,0.895630389,931,238336,6812.203009,15253504,,
394.99,27.9,2285,0.016613452,0.15867107,2.1211207,-0.012250715,0.14232431,0.908715852,932,238592,6819.373221,15269888,,
391.94,27.9,2287,0.015764417,0.13500977,2.1211853,-0.009231306,0.24258424,0.859581962,933,238848,6826.5366,15286272,,
392.31,27.67,2302,0.016286457,0.14302571,2.1391265,-0.010556775,0.19736864,0.89071507,934,239104,6833.654175,15302656,,
401.98,28.52,2273,0.011314021,0.11871338,2.1602209,-0.013481908,0.054245308,0.9513308,935,239360,6840.861633,15319040,,
411.92,29.85,2314,0.017622164,0.17041016,2.1205251,-0.011760053,0.10419539,0.920079887,936,239616,6847.942488,15335424,,
407.39,29.35,2286,0.010942954,0.119262695,2.1542358,-0.013049312,0.080729455,0.949858565,937,239872,6855.108416,15351808,,
398.98,28.05,2289,0.012217284,0.12290446,2.1238534,-0.011748069,0.12997128,0.93193537,938,240128,6862.265816,15368192,,
399.5,27.46,2302,0.01820244,0.12750244,2.128806,-0.015084443,0.08276042,0.927804761,939,240384,6869.381383,15384576,,
403.06,28.03,2292,0.013396048,0.12845866,2.1662323,-0.011984643,0.09161969,0.920479022,940,240640,6876.529061,15400960,,
410.79,29.35,2289,0.017835923,0.16088867,2.1386878,-0.014250738,0.11932894,0.922478907,941,240896,6883.686462,15417344,,
412.71,29.55,2292,0.015843311,0.15445964,2.1461458,-0.012499617,0.06560623,0.919268392,942,241152,6890.833451,15433728,,
407.41,28.95,2276,0.01384581,0.1517334,2.13302,-0.012943718,0.20860834,0.837076798,943,241408,6898.029677,15450112,,
409,29.05,2285,0.017550545,0.15281169,2.1171012,-0.01692212,0.04008533,0.958570994,944,241664,6905.198257,15466496,,
406.47,28.88,2277,0.017355122,0.18021648,2.125562,-0.011207587,0.09107697,0.92001836,945,241920,6912.393131,15482880,,
406.13,29.1,2292,0.021163695,0.18257649,2.1420453,-0.01066922,0.18345933,0.875667207,946,242176,6919.540106,15499264,,
402.04,28.8,2284,0.014986734,0.14385986,2.1539898,-0.009319383,0.13140093,0.895233601,947,242432,6926.711651,15515648,,
404.57,28.59,2290,0.013981734,0.11663818,2.144696,-0.010641306,0.13700467,0.89355085,948,242688,6933.865265,15532032,,
398.66,27.67,2270,0.013131642,0.12465414,2.1557286,-0.012355019,0.1283464,0.911507249,949,242944,6941.081993,15548416,,
402.51,28.68,2306,0.013984811,0.13551839,2.1311276,-0.018972782,0.02660965,0.984166496,950,243200,6948.186362,15564800,,
404.04,29.26,2274,0.016439095,0.14493816,2.1340559,-0.011467411,0.11610615,0.912237786,951,243456,6955.391157,15581184,,
401.39,29.35,2289,0.013626631,0.12797038,2.1251643,-0.012818011,0.13834687,0.887668207,952,243712,6962.549399,15597568,,
400.69,29.17,2287,0.017510885,0.1651408,2.1448915,-0.01175099,0.08295158,0.945232775,953,243968,6969.71183,15613952,,
405.41,29.43,2321,0.014561199,0.14424641,2.1620324,-0.011399675,0.16374202,0.865158558,954,244224,6976.769701,15630336,,
391.11,26.7,2278,0.013425031,0.13572185,2.1486,-0.012046262,0.3569821,0.707163244,955,244480,6983.960842,15646720,,
390.95,27.49,2296,0.013656815,0.12915039,2.1529577,-0.011427411,0.13725217,0.867848828,956,244736,6991.096827,15663104,,
380.58,26.23,2293,0.012415801,0.12687175,2.1557868,-0.010962999,0.29046264,0.831335187,957,244992,6998.240176,15679488,,
365.27,24.94,2254,0.011499151,0.108947754,2.1645494,-0.010427474,0.3787019,0.759470224,958,245248,7005.506841,15695872,,
362.66,25.78,2268,0.013480138,0.13486736,2.1400251,-0.010999553,0.2425916,0.828657463,959,245504,7012.729673,15712256,,
367.73,25.32,2292,0.011733285,0.10668945,2.1766007,-0.011388686,0.31267127,0.756905571,960,245760,7019.876363,15728640,,
389.48,27.4,2327,0.014326985,0.13460286,2.175556,-0.011978758,0.13790053,0.901923418,961,246016,7026.916947,15745024,,
393.82,27.68,2279,0.015511549,0.12959798,2.1787384,-0.012577418,0.12792921,0.895481169,962,246272,7034.106045,15761408,,
396.71,27.28,2247,0.012270018,0.12259928,2.1659682,-0.015077489,0.11718854,0.942460746,963,246528,7041.39598,15777792,,
388.37,27.01,2290,0.014480961,0.122802734,2.158353,-0.011893713,0.2948665,0.879862495,964,246784,7048.549727,15794176,,
390.11,27.1,2290,0.013437063,0.13067627,2.1460805,-0.016580302,0.05482891,0.968191084,965,247040,7055.705036,15810560,,
402.83,28.43,2280,0.016077323,0.15193684,2.1444285,-0.012799741,0.10976229,0.946759079,966,247296,7062.890076,15826944,,
402.03,28.73,2295,0.015436739,0.16233318,2.1376038,-0.011452368,0.19631028,0.901919104,967,247552,7070.027997,15843328,,
389.84,27.93,2271,0.01765401,0.14560954,2.145695,-0.013471253,0.16002153,0.938825227,968,247808,7077.24035,15859712,,
396.88,28.69,2291,0.012149502,0.12477621,2.1552067,-0.013918647,0.06909526,0.968698051,969,248064,7084.391813,15876096,,
398.06,28.47,2281,0.015263293,0.12713623,2.1672714,-0.013436393,0.124531396,0.922835611,970,248320,7091.574261,15892480,,
404.78,28.83,2295,0.018481223,0.14154053,2.1526842,-0.012572411,0.08682547,0.937615916,971,248576,7098.712286,15908864,,
411.56,29.44,2289,0.014257167,0.14687093,2.117446,-0.012338076,0.06370876,0.948475678,972,248832,7105.870137,15925248,,
412.99,29.38,2273,0.015256693,0.15679932,2.1182082,-0.008940697,0.10570037,0.942734618,973,249088,7113.077694,15941632,,
414.4,29.93,2277,0.010058202,0.10076904,2.1468587,-0.012142499,0.09548643,0.919147618,974,249344,7120.272571,15958016,,
410.04,29.77,2283,0.013278461,0.12343343,2.1482642,-0.012655287,0.15501218,0.882927723,975,249600,7127.449402,15974400,,
404.54,28.3,2286,0.014022929,0.13789876,2.1231036,-0.012628164,0.13512252,0.892496534,976,249856,7134.616343,15990784,,
409.37,28.87,2274,0.011977228,0.12021891,2.1503143,-0.009381775,0.12343768,0.886347711,977,250112,7141.820553,16007168,,
408.82,28.59,2304,0.015419029,0.12276205,2.157867,-0.006807738,0.11444069,0.932604909,978,250368,7148.930838,16023552,,
410.14,29.78,2275,0.012432199,0.13395183,2.1468058,-0.010137902,0.09250066,0.933344714,979,250624,7156.132836,16039936,,
411.46,29.82,2279,0.019933276,0.14864095,2.1358373,-0.011222242,0.07526087,0.929312654,980,250880,7163.320797,16056320,,
400.97,28.42,2289,0.013836446,0.13716634,2.1326277,-0.01111761,0.17305343,0.881854169,981,251136,7170.476675,16072704,,
394.86,27.86,2284,0.016261525,0.13140869,2.0964792,-0.01136852,0.14837229,0.887616031,982,251392,7177.650979,16089088,,
402.31,28.78,2269,0.017037002,0.15474446,2.1459162,-0.010871303,0.11040149,0.938834567,983,251648,7184.871767,16105472,,
390.98,28.09,2266,0.014359609,0.12648518,2.1542532,-0.011248834,0.20331495,0.892316885,984,251904,7192.099759,16121856,,
393.66,28.25,2298,0.013797286,0.12561035,2.1341803,-0.013999578,0.06704152,0.956644502,985,252160,7199.22945,16138240,,
399.93,28.36,2270,0.01467125,0.1381836,2.143143,-0.012369473,0.11278442,0.888100013,986,252416,7206.447041,16154624,,
402.55,28.66,2313,0.024008902,0.12959798,2.156614,-0.006866524,0.1627583,0.836903676,987,252672,7213.528362,16171008,,
402.76,28.85,2280,0.01476214,0.14298503,2.1406412,-0.013521213,0.05486937,0.957789738,988,252928,7220.712507,16187392,,
407.22,29.74,2255,0.015518262,0.13352458,2.1585143,-0.013706155,0.11009038,0.917666197,989,253184,7227.978275,16203776,,
410.13,29.43,2284,0.017585546,0.14194743,2.1366012,-0.010796446,0.0859125,0.925276719,990,253440,7235.149864,16220160,,
404.9,29.41,2277,0.020617591,0.16404216,2.136772,-0.010150615,0.13566338,0.872968018,991,253696,7242.34598,16236544,,
401.28,28.95,2286,0.02087851,0.16851807,2.1123135,-0.010715666,0.16301702,0.874950588,992,253952,7249.510782,16252928,,
404.25,29.53,2272,0.014333612,0.14693196,2.126754,-0.016673623,0.024752095,0.970741076,993,254208,7256.720377,16269312,,
417.22,30.91,2256,0.016539954,0.16442871,2.1454785,-0.015405281,0.030980147,0.962611966,994,254464,7263.981239,16285696,,
409.96,30.38,2264,0.020160569,0.17140706,2.147441,-0.010424879,0.17791349,0.874718919,995,254720,7271.21578,16302080,,
403.73,29.28,2296,0.015745707,0.1451009,2.1379044,-0.010395093,0.1464991,0.901880793,996,254976,7278.349928,16318464,,
407.06,28.9,2278,0.016286965,0.1506551,2.1640427,-0.013567722,0.07930246,0.921224385,997,255232,7285.541836,16334848,,
410.86,29.17,2268,0.023466853,0.15942383,2.1687243,-0.010586061,0.09602203,0.919654742,998,255488,7292.765338,16351232,,
408.56,28.8,2289,0.017588126,0.14318848,2.1715915,-0.011861098,0.11164734,0.887957454,999,255744,7299.921681,16367616,,
404.29,28.43,2266,0.016787317,0.14046223,2.1498086,-0.00912257,0.13166077,0.873014644,1000,256000,7307.152077,16384000,,
412.03,29.87,2273,0.013946711,0.13950603,2.1583922,-0.016913522,0.031201607,0.968242824,1001,256256,7314.358304,16400384,,
410.93,29.94,2278,0.022488477,0.19317627,2.126384,-0.00843656,0.1281408,0.90563073,1002,256512,7321.548397,16416768,,
412.66,29.26,2276,0.01839938,0.1609497,2.1278038,-0.013324258,0.043290745,0.966768906,1003,256768,7328.747158,16433152,,
403.49,27.98,2293,0.017696846,0.13612874,2.122872,-0.01037672,0.13124643,0.925694913,1004,257024,7335.891432,16449536,,
406.66,27.66,2313,0.01607822,0.13608806,2.1168826,-0.013047597,0.06286667,0.942541037,1005,257280,7342.97342,16465920,,
406.06,28.52,2259,0.025092663,0.1686198,2.087375,-0.011693479,0.06650636,0.94663899,1006,257536,7350.226957,16482304,,
411.33,30.29,2300,0.02034074,0.18074544,2.1170616,-0.011720251,0.09144237,0.926502444,1007,257792,7357.349295,16498688,,
410.47,30.61,2273,0.016998444,0.14086914,2.0911865,-0.012740438,0.049891975,0.962109167,1008,258048,7364.555929,16515072,,
410.23,30.7,2273,0.020183213,0.16815186,2.1110473,-0.011084815,0.06147158,0.923963144,1009,258304,7371.76188,16531456,,
413.63,30.38,2314,0.013152964,0.14276123,2.0843403,-0.018048085,0.01563836,0.979424685,1010,258560,7378.843059,16547840,,
417.46,31.15,2293,0.020104356,0.15270996,2.086383,-0.017286094,0.018240117,0.981001612,1011,258816,7385.987296,16564224,,
418.97,30.8,2272,0.024140008,0.17775472,2.0606709,-0.011806657,0.06156595,0.930300727,1012,259072,7393.196665,16580608,,
418.97,30.67,2269,0.016665798,0.16489665,2.0551183,-0.01789202,0.023100672,0.970300088,1013,259328,7400.417935,16596992,,
415.37,30.69,2282,0.022323752,0.17104085,2.0561302,-0.010923739,0.099725366,0.897898816,1014,259584,7407.596743,16613376,,
415.27,30.88,2290,0.02031334,0.20247395,2.07888,-0.011857321,0.05311054,0.952574506,1015,259840,7414.749819,16629760,,
414.17,29.8,2319,0.0201293,0.17529297,2.0571227,-0.007001122,0.15171926,0.887262732,1016,260096,7421.813891,16646144,,
415.06,29.95,2292,0.017682329,0.16540527,2.0872257,-0.010274634,0.04777978,0.966612849,1017,260352,7428.961404,16662528,,
414.82,29.95,2284,0.012867332,0.12593587,2.0684988,-0.015573732,0.02828136,0.979883611,1018,260608,7436.134469,16678912,,
416.07,31.19,2239,0.016520096,0.16105144,2.0325692,-0.008860452,0.07736882,0.952556148,1019,260864,7443.449295,16695296,,
416.07,31.09,2307,0.01672108,0.16206868,2.0380628,-0.014766456,0.039503556,0.973825583,1020,261120,7450.550675,16711680,,
416.07,31.36,2266,0.015757514,0.16483562,2.0436974,-0.021068813,0.018302822,0.984191172,1021,261376,7457.780324,16728064,,
417.87,31.54,2279,0.018230077,0.17004395,2.0274816,-0.012274248,0.04342233,0.957576215,1022,261632,7464.969799,16744448,,
418.11,31.5,2284,0.015322759,0.15175374,2.0387826,-0.018348476,0.025232494,0.976152007,1023,261888,7472.143125,16760832,,
420,31.59,2291,0.018803116,0.1552531,2.0347412,-0.015120233,0.027016332,0.971915413,1024,262144,7479.29379,16777216,,
419.83,31.27,2303,0.016325865,0.18021648,2.0544972,-0.011023368,0.057074446,0.945342232,1025,262400,7486.406624,16793600,,
411.79,29.79,2276,0.01948074,0.1726888,2.0538979,-0.009371099,0.18682538,0.847619697,1026,262656,7493.603301,16809984,,
