,test_results,train_iters
0,16.729524188524593,5.0
1,20.44996096721312,10.0
2,20.614765344262295,15.0
3,22.952359803278693,20.0
4,21.933305267213107,25.0
5,20.381189344262296,30.0
6,22.33996521311476,35.0
7,23.567853819672127,40.0
8,24.05761180327869,45.0
9,24.049311983606554,50.0
