eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
141.4,2.6,2129,0.5848376154899597,1,256,3.8477712890016846,8192
349.77777777777777,19.333334,6139,0.49255311489105225,2,512,5.182770009996602,16384
323.14,17.14,6142,0.4877002239227295,3,768,6.516923585004406,24576
344.961038961039,18.714285,6114,0.5724680423736572,4,1024,7.857335399996373,32768
359.38,20.86,6092,0.49178963899612427,5,1280,9.202481468004407,40960
353.82,20.68,5793,0.5417508482933044,6,1536,10.617089398001553,49152
364.17,22.22,5717,0.5100483596324921,7,1792,12.050485885003582,57344
353.86,21.53,5711,0.5000430643558502,8,2048,13.48540446900006,65536
358.7,22.29,5802,0.4679003357887268,9,2304,14.89784396799223,73728
341.29,20.56,6014,0.41992008686065674,10,2560,16.260445726002217,81920
329.34,19.12,5829,0.4699692130088806,11,2816,17.66631501300435,90112
327.51,18.71,5777,0.37362390756607056,12,3072,19.08473614799732,98304
327.48,18.3,5903,0.49555063247680664,13,3328,20.47296533099143,106496
334.81,19.2,6053,0.3208906054496765,14,3584,21.826948881993303,114688
343.74,19.4,6102,0.3987877368927002,15,3840,23.169813920991146,122880
354.15,20.24,6082,0.5700831115245819,16,4096,24.517080058998545,131072
360.36,21.33,6165,0.46439099311828613,17,4352,25.846252367002307,139264
365.4,21.6,6226,0.5465244054794312,18,4608,27.162538324992056,147456
368.91,21.6,6231,0.6027900278568268,19,4864,28.47777773499547,155648
367.9,21.32,6305,0.5273651480674744,20,5120,29.777378148995922,163840
370.15,21.8,6262,0.44773900508880615,21,5376,31.0859967689903,172032
376.58,21.99,6307,0.49394041299819946,22,5632,32.38520755000354,180224
369.65,21.53,6296,0.45587295293807983,23,5888,33.686835040993174,188416
376.46,21.11,6336,0.4358820915222168,24,6144,34.98008152899274,196608
364.36,20.78,6397,0.45278817415237427,25,6400,36.261217702995054,204800
362.04,20.84,6418,0.41419142484664917,26,6656,37.53801296200254,212992
358.39,21.17,6403,0.476635217666626,27,6912,38.81789945399214,221184
342.03,21.13,6326,0.43880724906921387,28,7168,40.11321451999538,229376
341.63,20.88,6316,0.5776058435440063,29,7424,41.41078240699426,237568
354.92,21.13,6333,0.4592527151107788,30,7680,42.704737730993656,245760
358.11,21.37,6294,0.592866837978363,31,7936,44.0068147819984,253952
360.1,20.91,6319,0.5214788615703583,32,8192,45.30367787799332,262144
358.03,20.86,6311,0.4251853823661804,33,8448,46.602318466000725,270336
354.45,20.82,6318,0.5218009650707245,34,8704,47.899494397992385,278528
355.74,20.43,6325,0.36158156394958496,35,8960,49.195065113992314,286720
361.59,20.56,6304,0.48389923572540283,36,9216,50.494997906003846,294912
358.59,20.77,6340,0.4888623356819153,37,9472,51.78772776099504,303104
361.68,20.49,6315,0.4518904685974121,38,9728,53.085414724992006,311296
362.32,21.17,6345,0.3930591940879822,39,9984,54.37703139599762,319488
355.21,20.47,6369,0.45174217224121094,40,10240,55.66375250199053,327680
348.5,19.41,6323,0.44824928045272827,41,10496,56.959675103993504,335872
347.28,19.3,6401,0.4531404972076416,42,10752,58.23983976000454,344064
348.23,19.16,6277,0.5770330429077148,43,11008,59.54534448699269,352256
345.91,19.24,6278,0.4808681607246399,44,11264,60.85062246899179,360448
354.63,20.38,6261,0.49440646171569824,45,11520,62.1596013620001,368640
354.93,20.36,6259,0.5168668925762177,46,11776,63.468848535994766,376832
364.25,20.8,6255,0.5689175128936768,47,12032,64.77904700599902,385024
362.32,20.99,6289,0.45998722314834595,48,12288,66.08206213799713,393216
358.15,21.13,6318,0.4854978919029236,49,12544,67.37915028299903,401408
362.99,22.03,6289,0.5317419171333313,50,12800,68.68213708000258,409600
368.65,22.4,6315,0.47424978017807007,51,13056,69.9798356389947,417792
370.35,22.13,6315,0.5810920298099518,52,13312,71.27756573499937,425984
375.45,22.4,6334,0.4559558629989624,53,13568,72.57138367000152,434176
381.27,22.41,6310,0.5073898136615753,54,13824,73.87011507200077,442368
381.17,22.19,6362,0.5872648656368256,55,14080,75.15807572800259,450560
373.99,21.77,6336,0.513051837682724,56,14336,76.45140664299834,458752
366.58,21.64,6373,0.44104206562042236,57,14592,77.73729515199375,466944
359.82,21.49,6338,0.542887419462204,58,14848,79.03044492199842,475136
336.52,20.01,6305,0.49801939725875854,59,15104,80.33007911599998,483328
338.06,20.39,6369,0.5064111351966858,60,15360,81.61670906399377,491520
348.86,20.86,6334,0.4861929416656494,61,15616,82.91044304300158,499712
