,test_results,train_iters
0,19.319264172131145,5.0
1,20.843889639344262,10.0
2,20.07270373114754,15.0
3,21.3650148852459,20.0
4,20.012040950819678,25.0
5,22.93600755737705,30.0
6,23.865088611475407,35.0
7,22.08122221311475,40.0
