eplenmean,eprewmean,fps,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
144.91666666666666,4.0,4254,0.3875578045845032,1,256,3.8507336690090597,16384
334.7236842105263,20.171053,10187,0.3872096538543701,2,512,5.459729968046304,32768
337.3076923076923,20.131868,10270,0.4468495845794678,3,768,7.055513344006613,49152
355.9,22.77,10171,0.37297922372817993,4,1024,8.666818067023996,65536
346.82,22.17,10125,0.34103888273239136,5,1280,10.285705785034224,81920
341.8,20.72,10133,0.37859487533569336,6,1536,11.903135779022705,98304
355.77,21.0,10205,0.3466431498527527,7,1792,13.509125420998316,114688
347.64,20.06,10145,0.3403512239456177,8,2048,15.124614322034176,131072
353.77,20.23,10197,0.3881406784057617,9,2304,16.7319199880003,147456
371.53,22.62,10216,0.4120488166809082,10,2560,18.336161822022405,163840
363.86,22.46,10195,0.41332370042800903,11,2816,19.943862746004015,180224
359.22,22.39,10161,0.38560789823532104,12,3072,21.556751006050035,196608
346.27,20.45,10166,0.3616287112236023,13,3328,23.16876155202044,212992
369.86,22.3,10186,0.38102203607559204,14,3584,24.777673631033394,229376
364.25,21.66,10217,0.41952311992645264,15,3840,26.38182859600056,245760
367.17,22.07,10047,0.4066464304924011,16,4096,28.013002571009565,262144
361.57,22.07,10060,0.3527122139930725,17,4352,29.642319983046036,278528
355.07,21.93,10117,0.36612844467163086,18,4608,31.26220378599828,294912
345.32,19.59,10178,0.32334601879119873,19,4864,32.872339017048944,311296
344.51,20.32,10026,0.3429558277130127,20,5120,34.50707885902375,327680
358.74,21.58,9999,0.3791203498840332,21,5376,36.14625892799813,344064
379.53,22.78,10102,0.3999781012535095,22,5632,37.76863358699484,360448
367.55,22.23,10093,0.3570297360420227,23,5888,39.39257720002206,376832
353.26,20.74,10141,0.3731793761253357,24,6144,41.008640168001875,393216
362.23,20.79,9989,0.3693275451660156,25,6400,42.649445072049275,409600
338.91,19.96,10022,0.41384297609329224,26,6656,44.28489447303582,425984
344.54,21.28,9996,0.30541449785232544,27,6912,45.924520915024914,442368
356.73,21.33,10035,0.38015878200531006,28,7168,47.557816505024675,458752
330.72,18.31,10044,0.26026636362075806,29,7424,49.189754716004245,475136
358.71,21.51,9945,0.5130123198032379,30,7680,50.83771082403837,491520
